Drug Name,Generic Name, Number of Prescribers , Number of Medicare Part D Claims , Number of Standardized 30-Day Part D Fills ,Aggregate Cost Paid for Part D Claims, Number of Medicare Beneficiaries , GE65 Suppression Flag , Number of Medicare Part D Claims for Beneficiaries 65+ , Number of Standardized 30-Day Part D Fills for Beneficiaries 65+ ,Aggregate Cost Paid for Part D Claims for Beneficiaries 65+, Beneficiary 65+ Suppression Flag , Number of Medicare Beneficiaries 65+ , Opioid Drug Flag , Antibiotic Drug Flag , High Risk Medication (HRM) Drug Flag , Antipsychotic Drug Flag 
CLOPIDOGREL ,CLOPIDOGREL BISULFATE ,353513,15187794,24223998.6,341178268.16,2766679,  ,13225720,21462708.4,305821754.22,  ,2427757,N ,N ,N ,N 
CLORAZEPATE DIPOTASSIUM ,CLORAZEPATE DIPOTASSIUM ,43784,361410,415047.9,6416612.38,70224,  ,280020,328794.5,4724332.89,  ,57106,N ,N ,N ,N 
CLORPRES ,CLONIDINE HCL/CHLORTHALIDONE ,315,1179,1975.5,180369.71,291,  ,1064,1825.4,164151.76,  ,261,N ,N ,N ,N 
CLOTRIMAZOLE ,CLOTRIMAZOLE ,158794,669267,684258.7,18395367.60,371913,  ,489256,501218.4,13330483.69,  ,275480,N ,N ,N ,N 
CLOTRIMAZOLE-BETAMETHASONE ,CLOTRIMAZOLE/BETAMETHASONE DIP ,184706,1523463,1561614.8,71147111.19,836814,  ,1241541,1274707.4,57452473.21,  ,692040,N ,N ,N ,N 
CLOZAPINE ,CLOZAPINE ,29369,1144197,1146215.4,103162262.11,62129,  ,167846,168203.4,9700271.31,  ,8700,N ,N ,N ,Y 
CLOZAPINE ODT ,CLOZAPINE ,1699,32328,32371.6,11072673.92,2154,  ,3661,3662.3,852794.41,  ,240,N ,N ,N ,Y 
CLOZARIL ,CLOZAPINE ,1351,17624,17657.3,17369584.03,1205,  ,1401,1402.8,936008.88,  ,99,N ,N ,N ,Y 
CNL 8 ,CICLOPIROX/NAIL LACQUER REMOVR ,106,138,158,43270.76,120,  ,119,139,37625.96,  ,103,N ,N ,N ,N 
COARTEM ,ARTEMETHER/LUMEFANTRINE ,63,498,523.7,92849.77,175,  ,183,191.6,30310.80,  ,79,N ,N ,N ,N 
COCAINE HCL ,COCAINE HCL ,18,18,18,4310.71,17,# ,,,,# ,,N ,N ,N ,N 
CODEINE SULFATE ,CODEINE SULFATE ,10727,31540,33361.5,1786252.34,9535,  ,22003,23525.7,1154687.00,  ,7073,Y ,N ,N ,N 
COLAZAL ,BALSALAZIDE DISODIUM ,99,317,531.8,156566.20,90,  ,291,498.1,145965.61,# ,,N ,N ,N ,N 
COLCRYS ,COLCHICINE ,191599,1478089,1781672.1,316299141.36,465449,  ,1234088,1502313.3,262037296.54,  ,395918,N ,N ,N ,N 
COLESTID ,COLESTIPOL HCL ,489,1253,1694.7,254052.04,493,  ,1123,1535.7,230016.23,  ,436,N ,N ,N ,N 
COLESTIPOL HCL ,COLESTIPOL HCL ,34952,262044,378162.8,22085337.55,68079,  ,214364,320318.6,18652444.33,  ,56568,N ,N ,N ,N 
COLISTIMETHATE ,COLISTIN (COLISTIMETHATE NA) ,1093,4387,4493.3,2498895.26,1405,  ,1864,1934,832990.20,  ,651,N ,N ,N ,N 
COLOCORT ,HYDROCORTISONE ,805,1760,1881.8,183506.75,822,  ,1542,1656.4,161664.18,  ,714,N ,N ,N ,N 
COLY-MYCIN M PARENTERAL ,COLISTIN (COLISTIMETHATE NA) ,32,80,84,42124.27,31,  ,30,30,16830.34,  ,13,N ,N ,N ,N 
COLY-MYCIN S ,NEOMY SULF/COLIST SUL/HC/THONZ ,1678,2093,2122.6,104336.69,1780,  ,1621,1645.1,79514.05,  ,1368,N ,N ,N ,N 
COLYTE WITH FLAVOR PACKETS ,"PEG 3350/NA SULF,BICARB,CL/KCL ",1137,2713,2725,81591.81,2654,  ,2261,2273,67637.02,  ,2218,N ,N ,N ,N 
COLYTE WITH FLAVOR PACKS ,"PEG 3350/NA SULF,BICARB,CL/KCL ",1094,2671,2737.1,113725.72,2609,  ,2176,2231.1,90427.23,  ,2147,N ,N ,N ,N 
COMBIGAN ,BRIMONIDINE TARTRATE/TIMOLOL ,49753,1153919,1460440.3,167891917.24,240276,  ,1069896,1360150.1,156312166.83,  ,222561,N ,N ,N ,N 
COMBIPATCH ,ESTRADIOL/NORETHINDRONE ACET ,5870,25999,36478.2,3005599.39,6325,  ,17259,25849.8,2112304.77,  ,4346,N ,N ,Y ,N 
COMBIVENT ,IPRATROPIUM/ALBUTEROL SULFATE ,1050,1771,1885.5,413894.52,1102,  ,1249,1345.7,294725.94,  ,806,N ,N ,N ,N 
COMBIVENT RESPIMAT ,IPRATROPIUM/ALBUTEROL SULFATE ,169471,1540022,1814742.9,509026192.17,399016,  ,1094089,1314665.5,367851244.34,  ,298031,N ,N ,N ,N 
COMBIVIR ,LAMIVUDINE/ZIDOVUDINE ,704,3506,3859.1,3363802.87,683,  ,1362,1509.1,1329228.61,  ,246,N ,N ,N ,N 
COMETRIQ ,CABOZANTINIB S-MALATE ,177,718,728.6,7471029.49,201,  ,531,538.4,5480112.21,  ,156,N ,N ,N ,N 
COMFORT EZ ,"NEEDLES, INSULIN DISPOSABLE ",11610,36085,69940.2,2252894.81,13985,  ,19550,35158.8,1083518.24,  ,7360,N ,N ,N ,N 
COMFORT EZ ,"SYRING W-NDL,DISP,INSUL,0.3 ML ",1936,4339,9982.3,304238.39,1953,  ,2044,4609.8,137298.77,  ,934,N ,N ,N ,N 
COMFORT EZ ,"SYRING W-NDL,DISP,INSUL,0.5 ML ",3013,7739,15241.9,451849.59,3111,  ,4342,7920.1,220802.04,  ,1701,N ,N ,N ,N 
COMFORT EZ ,"SYRINGE & NEEDLE,INSULIN,1 ML ",3303,7199,15024.7,479708.63,3383,  ,3334,6588.3,197363.69,  ,1573,N ,N ,N ,N 
COMPAZINE ,PROCHLORPERAZINE MALEATE ,78,98,98,11342.27,75,  ,72,72,8690.19,  ,57,N ,N ,N ,N 
COMPLERA ,EMTRICITAB/RILPIVIRINE/TENOFOV ,4474,61583,64447.1,134126909.70,8318,  ,11637,12627.6,26212591.32,  ,1637,N ,N ,N ,N 
COMPLETE NATAL DHA ,PNV2/IRON B-G SUC-P/FA/OMEGA-3 ,67,154,196,4695.24,65,  ,26,32,822.20,* ,,N ,N ,N ,N 
COMPLETENATE ,PNV #14/FERROUS FUM/FOLIC ACID ,72,157,237,4238.00,69,  ,44,84,1548.79,  ,20,N ,N ,N ,N 
COMPRO ,PROCHLORPERAZINE MALEATE ,11025,22398,22522.4,2012903.66,17463,  ,17607,17635.9,1443286.69,  ,14506,N ,N ,N ,N 
COMTAN ,ENTACAPONE ,1898,7938,11521,4581222.18,2417,  ,7139,10346.6,4021482.37,  ,2179,N ,N ,N ,N 
COMVAX ,HEP B VACCINE/HIB CONJ-MENG/PF ,21,24,24,3383.41,21,# ,,,,# ,,N ,N ,N ,N 
CONCEPT DHA ,PNV#16/IRON FUM & PS/FA/OM-3 ,117,285,370.2,10462.22,117,  ,59,84,2173.88,  ,19,N ,N ,N ,N 
CONCEPT OB ,PNV NO.15/IRON FUM & PS CMP/FA ,29,57,71,1847.76,32,  ,11,19,486.98,* ,,N ,N ,N ,N 
CONCERTA ,METHYLPHENIDATE HCL ,1231,5302,5865.5,1826785.99,984,  ,1358,1649.3,503089.75,  ,291,N ,N ,N ,N 
CONDYLOX ,PODOFILOX ,1296,1854,1874.2,710402.05,1347,  ,890,898.7,319686.89,  ,695,N ,N ,N ,N 
CONSTULOSE ,LACTULOSE ,6057,29896,30729.6,565017.86,8808,  ,21007,21633.6,377157.82,  ,6487,N ,N ,N ,N 
CONZIP ,TRAMADOL HCL ,594,1904,2225.7,575507.92,768,  ,1333,1616.2,413680.41,  ,533,Y ,N ,N ,N 
COPAXONE ,GLATIRAMER ACETATE ,10747,226035,242061.8,1221012525.60,26848,  ,71756,78358.8,395602462.64,  ,8177,N ,N ,N ,N 
COPEGUS ,RIBAVIRIN ,12,21,21.4,45425.71,11,* ,,,,* ,,N ,N ,N ,N 
CORDARONE ,AMIODARONE HCL ,225,789,1229.8,157729.95,208,  ,735,1159.8,150233.50,  ,197,N ,N ,N ,N 
CORDRAN ,FLURANDRENOLIDE ,5089,12977,13810.4,4826991.48,7281,  ,10430,11147.1,3718319.22,  ,6123,N ,N ,N ,N 
COREG ,CARVEDILOL ,3964,17517,27747.1,4589348.88,3514,  ,15516,24789.1,4079510.87,  ,3116,N ,N ,N ,N 
COREG CR ,CARVEDILOL PHOSPHATE ,36107,245734,421904.2,69277247.40,45922,  ,220517,385437.4,63107531.70,  ,41352,N ,N ,N ,N 
CORGARD ,NADOLOL ,823,3663,6527.1,1029056.88,720,  ,3394,6133.5,966673.61,  ,665,N ,N ,N ,N 
CORMAX ,CLOBETASOL PROPIONATE ,398,608,650.7,21592.03,459,  ,520,560.7,17991.78,  ,391,N ,N ,N ,N 
CORTEF ,HYDROCORTISONE ,1136,4783,7202.5,465479.26,1057,  ,3270,5050.9,309014.13,  ,730,N ,N ,N ,N 
CORTENEMA ,HYDROCORTISONE ,16,28,28,4085.94,15,  ,28,28,4085.94,  ,15,N ,N ,N ,N 
CORTIFOAM ,HYDROCORTISONE ACETATE ,1547,3934,4178.2,1831636.58,1745,  ,3221,3429.5,1499843.48,  ,1410,N ,N ,N ,N 
CORTISONE ACETATE ,CORTISONE ACETATE ,847,2841,4681.2,426248.66,760,  ,2354,4018.5,360070.42,  ,613,N ,N ,N ,N 
CORTISPORIN ,NEOMYCIN/BACITRA/POLYMYXIN/HC ,1575,2741,2779.7,287445.06,2010,  ,2347,2385.7,245548.78,  ,1720,N ,N ,N ,N 
CORTISPORIN ,NEOMYCIN/POLYMYXIN B SULF/HC ,719,1196,1201.8,123241.97,771,  ,949,954.8,90550.55,  ,627,N ,N ,N ,N 
CORTISPORIN-TC ,NEOMY SULF/COLIST SUL/HC/THONZ ,8238,10806,10962.3,792574.05,9912,  ,8476,8610.5,621466.56,  ,7802,N ,N ,N ,N 
CORZIDE ,NADOLOL/BENDROFLUMETHIAZIDE ,71,318,471,62300.26,65,# ,,,,# ,,N ,N ,N ,N 
COSOPT ,DORZOLAMIDE HCL/TIMOLOL MALEAT ,4320,21733,35015.8,3812678.46,5710,  ,20787,33556.3,3654013.59,  ,5452,N ,N ,N ,N 
COSOPT PF ,DORZOLAMIDE/TIMOLOL/PF ,5482,42034,54693.2,4723079.96,10025,  ,40252,52444.4,4523928.92,  ,9601,N ,N ,N ,N 
COUMADIN ,WARFARIN SODIUM ,55974,539288,786598.2,45878445.81,88515,  ,478053,707696.7,41045356.58,  ,79746,N ,N ,N ,N 
COZAAR ,LOSARTAN POTASSIUM ,8405,36250,65986.2,6706964.11,8015,  ,34294,63065.2,6397902.07,  ,7535,N ,N ,N ,N 
CREON ,LIPASE/PROTEASE/AMYLASE ,55047,496567,579745.6,283987896.20,103424,  ,397370,466770,205835606.18,  ,82057,N ,N ,N ,N 
CRESTOR ,ROSUVASTATIN CALCIUM ,266499,9072799,14520084.5,2543475141.90,1752423,  ,7665856,12590232.8,2193965810.00,  ,1508511,N ,N ,N ,N 
CRINONE ,"PROGESTERONE,MICRONIZED ",181,499,688,119265.88,209,  ,344,510,53882.23,  ,126,N ,N ,N ,N 
CRIXIVAN ,INDINAVIR SULFATE ,350,2294,2744.7,1135813.53,314,  ,850,1135.6,480233.99,  ,129,N ,N ,N ,N 
CROMOLYN SODIUM ,CROMOLYN SODIUM ,16787,84339,95117,3711151.86,37079,  ,66655,75607.7,2353340.36,  ,29733,N ,N ,N ,N 
CRYSELLE ,NORGESTREL-ETHINYL ESTRADIOL ,2951,16051,19170.6,406267.31,2707,  ,79,104.5,2140.30,  ,22,N ,N ,N ,N 
CUBICIN ,DAPTOMYCIN ,6385,41132,41138.9,86825329.18,9569,  ,21320,21324.3,40991901.25,  ,5275,N ,Y ,N ,N 
CUPRIMINE ,PENICILLAMINE ,471,2669,3694.5,10810226.01,482,  ,1468,2228.5,6023940.80,  ,299,N ,N ,N ,N 
CURAD GAUZE PADS ,GAUZE BANDAGE ,11,17,17.7,119.37,11,# ,,,,# ,,N ,N ,N ,N 
CURITY ,GAUZE BANDAGE ,34,60,63.3,311.78,31,  ,47,47,258.24,# ,,N ,N ,N ,N 
CURITY ALCOHOL PREPS ,ALCOHOL ANTISEPTIC PADS ,596,1950,2671.4,6296.70,704,  ,1226,1724.4,3940.68,  ,436,N ,N ,N ,N 
CURITY AMD ,POLYHEXAM BIGUAN/GAUZE BANDAGE ,12,33,33,169.07,11,  ,20,20,103.84,* ,,N ,N ,N ,N 
CUTIVATE ,FLUTICASONE PROPIONATE ,72,92,113.2,90572.03,72,  ,72,93.2,74362.74,  ,57,N ,N ,N ,N 
CUVPOSA ,GLYCOPYRROLATE ,323,892,960.5,327416.86,304,  ,412,466.6,133816.23,  ,193,N ,N ,N ,N 
CYANOCOBALAMIN INJECTION ,CYANOCOBALAMIN (VITAMIN B-12) ,2612,14143,20017.6,131965.10,4215,  ,12937,18214.8,119101.29,  ,3789,N ,N ,N ,N 
CYCLAFEM ,NORETHINDRONE-ETHINYL ESTRAD ,1908,9272,11444.1,236407.27,1749,  ,72,119.5,2537.38,  ,28,N ,N ,N ,N 
CYCLESSA ,DESOGESTREL-ETHINYL ESTRADIOL ,,21,21,986.31,,  ,0,0,0.00,  ,0,N ,N ,N ,N 
CYCLOBENZAPRINE HCL ,CYCLOBENZAPRINE HCL ,331336,3493437,3885815.6,63375255.03,1296038,  ,1430383,1657980.9,24363103.52,  ,677626,N ,N ,Y ,N 
CYCLOGYL ,CYCLOPENTOLATE HCL ,987,1833,2260.3,73630.70,1436,  ,1511,1877.4,58300.94,  ,1215,N ,N ,N ,N 
CYCLOPENTOLATE HCL ,CYCLOPENTOLATE HCL ,7735,29659,35958.9,534910.99,22201,  ,25471,30935,453022.47,  ,19442,N ,N ,N ,N 
CYCLOPHOSPHAMIDE ,CYCLOPHOSPHAMIDE ,3438,13129,14853,4946890.73,3737,  ,10306,11754.3,3820761.68,  ,3014,N ,N ,N ,N 
CYCLOSERINE ,CYCLOSERINE ,28,78,90.4,58342.83,25,  ,48,50.4,24979.35,# ,,N ,N ,N ,N 
CYCLOSET ,BROMOCRIPTINE MESYLATE ,1518,10586,15644.2,4106465.56,2422,  ,8882,13443,3507704.34,  ,2072,N ,N ,N ,N 
CYCLOSPORINE ,CYCLOSPORINE ,2698,11331,14686.1,3849782.31,2641,  ,7415,9869.9,2458440.94,  ,1784,N ,N ,N ,N 
CYCLOSPORINE ,"CYCLOSPORINE, MODIFIED ",248,822,961,245775.71,220,  ,529,610.6,162797.70,  ,150,N ,N ,N ,N 
CYCLOSPORINE MODIFIED ,"CYCLOSPORINE, MODIFIED ",6716,44004,57783.9,8730788.11,7875,  ,28348,38037.4,5529562.51,  ,5245,N ,N ,N ,N 
CYMBALTA ,DULOXETINE HCL ,88767,477946,568547.6,140532930.32,152961,  ,287309,349749.2,81193799.69,  ,92242,N ,N ,N ,N 
CYPROHEPTADINE HCL ,CYPROHEPTADINE HCL ,34198,195759,216394.4,6552787.86,63651,  ,116802,131619,3843752.16,  ,42140,N ,N ,Y ,N 
CYRAMZA ,RAMUCIRUMAB ,28,91,91,771508.69,30,# ,,,,# ,,N ,N ,N ,N 
CYSTADANE ,BETAINE ,71,603,644,1197844.60,62,  ,77,93.8,128694.35,* ,,N ,N ,N ,N 
CYSTAGON ,CYSTEAMINE BITARTRATE ,52,298,371.7,102710.13,49,  ,21,21,2807.56,* ,,N ,N ,N ,N 
CYSTARAN ,CYSTEAMINE HCL ,47,279,290,1072707.92,43,* ,,,,* ,,N ,N ,N ,N 
CYTARABINE ,CYTARABINE ,,16,16,219.01,,# ,,,,# ,,N ,N ,N ,N 
CYTARABINE ,CYTARABINE/PF ,68,218,220,8116.08,83,  ,195,195,6770.67,# ,,N ,N ,N ,N 
CYTOGAM ,CYTOMEGALOVIRUS IMMUNE GLOBULN ,18,84,84,415572.48,20,  ,35,35,183045.05,* ,,N ,N ,N ,N 
CYTOMEL ,LIOTHYRONINE SODIUM ,3755,19186,31496.4,1685786.34,4306,  ,15719,26388.3,1353150.43,  ,3551,N ,N ,N ,N 
CYTOTEC ,MISOPROSTOL ,56,189,267.7,57073.96,58,  ,151,229.7,40059.27,# ,,N ,N ,N ,N 
CYTOVENE ,GANCICLOVIR SODIUM ,31,64,64,31483.25,31,  ,25,25,8538.83,  ,11,N ,N ,N ,N 
CYTRA-2 ,CITRIC ACID/SODIUM CITRATE ,1678,5799,6386.5,128134.85,1861,  ,4345,4831.9,93181.12,  ,1371,N ,N ,N ,N 
CYTRA-3 ,SOD/POT/K CIT/SOD CIT/CIT ACID ,231,839,1068.8,45268.73,226,  ,570,765.5,29187.74,  ,164,N ,N ,N ,N 
CYTRA-K ,POTASSIUM CITRATE/CITRIC ACID ,1031,3492,4567,248277.97,1046,  ,2492,3422.8,186422.27,  ,794,N ,N ,N ,N 
D.H.E.45 ,DIHYDROERGOTAMINE MESYLATE ,15,44,44,148530.07,16,* ,,,,* ,,N ,N ,N ,N 
DACARBAZINE ,DACARBAZINE ,18,53,54.8,5349.94,20,# ,,,,# ,,N ,N ,N ,N 
DACOGEN ,DECITABINE ,32,135,135,1152345.31,34,  ,121,121,995237.07,# ,,N ,N ,N ,N 
DALIRESP ,ROFLUMILAST ,36743,351956,422756.7,91159563.25,67318,  ,255965,311578.7,66396384.57,  ,50000,N ,N ,N ,N 
DALVANCE ,DALBAVANCIN HCL ,,12,12,15465.10,,* ,,,,* ,,N ,Y ,N ,N 
DANAZOL ,DANAZOL ,2209,10601,13547.2,2157048.59,2225,  ,8336,10863.6,1699329.39,  ,1750,N ,N ,N ,N 
DANTRIUM ,DANTROLENE SODIUM ,108,491,557.2,86867.01,95,  ,142,144.2,16608.32,  ,27,N ,N ,N ,N 
DANTROLENE SODIUM ,DANTROLENE SODIUM ,6170,43514,50282.5,5028674.07,6228,  ,11720,14251.8,1170238.49,  ,1973,N ,N ,N ,N 
DAPSONE ,DAPSONE ,16888,97650,121060.9,4839509.74,20547,  ,52975,71186.8,3031905.50,  ,11785,N ,N ,N ,N 
DAPTACEL DTAP ,"DIPH,PERTUSS(ACELL),TET PED/PF ",83,98,98.1,6700.76,94,  ,84,84.1,5903.44,  ,81,N ,N ,N ,N 
DARAPRIM ,PYRIMETHAMINE ,741,3240,3469,2045372.79,640,  ,721,802.2,413688.47,  ,201,N ,N ,N ,N 
DASETTA ,NORETHINDRONE-ETHINYL ESTRAD ,1044,4758,5714.2,116100.00,983,  ,33,39.9,944.37,  ,12,N ,N ,N ,N 
DAYPRO ,OXAPROZIN ,151,532,776.2,183582.26,134,  ,441,663.2,153014.41,  ,114,N ,N ,N ,N 
DAYSEE ,L-NORGEST-ETH ESTR/ETHIN ESTRA ,261,532,1579.5,102233.48,245,* ,,,,* ,,N ,N ,N ,N 
DAYTRANA ,METHYLPHENIDATE ,539,2339,2486.6,627300.93,452,  ,505,574.2,146372.63,  ,106,N ,N ,N ,N 
DDAVP ,DESMOPRESSIN (NONREFRIGERATED) ,185,949,1275.7,1029916.62,163,  ,348,486.8,334939.59,  ,79,N ,N ,N ,N 
DDAVP ,DESMOPRESSIN ACETATE ,187,788,1088.7,918910.83,169,  ,328,524.6,259042.89,  ,89,N ,N ,N ,N 
DEBLITANE ,NORETHINDRONE ,80,105,144.6,2561.41,80,  ,0,0,0.00,  ,0,N ,N ,N ,N 
DECAVAC ,TETANUS AND DIPHTHERIA TOX/PF ,137,153,153,7232.12,151,# ,,,,# ,,N ,N ,N ,N 
DECITABINE ,DECITABINE ,36,111,111,813681.68,35,  ,111,111,813681.68,  ,35,N ,N ,N ,N 
DEFEROXAMINE MESYLATE ,DEFEROXAMINE MESYLATE ,70,756,762.1,139257.64,86,  ,299,305,41788.75,  ,45,N ,N ,N ,N 
DELESTROGEN ,ESTRADIOL VALERATE ,674,1377,2450.1,289177.60,660,  ,681,1264.6,133096.69,  ,389,N ,N ,N ,N 
DELZICOL ,MESALAMINE ,17690,102532,142945.6,50437884.04,21349,  ,87454,125507.8,43391164.99,  ,18191,N ,N ,N ,N 
DEMADEX ,TORSEMIDE ,596,2266,3473,431551.44,535,  ,2069,3188.4,387083.38,  ,483,N ,N ,N ,N 
DEMECLOCYCLINE HCL ,DEMECLOCYCLINE HCL ,7414,34893,39328.8,14500877.96,7531,  ,28637,32657.9,11486354.32,  ,6447,N ,Y ,N ,N 
DEMEROL ,MEPERIDINE HCL ,299,1225,1239.8,406506.46,236,  ,676,687.6,219940.52,  ,145,Y ,N ,Y ,N 
DEMEROL ,MEPERIDINE HCL/PF ,897,7861,7892.6,243248.60,5662,  ,4796,4805,87245.43,  ,4007,Y ,N ,Y ,N 
DEMSER ,METYROSINE ,24,74,87.5,684511.52,22,  ,22,22,237403.81,* ,,N ,N ,N ,N 
DENAVIR ,PENCICLOVIR ,15326,25653,27442.2,14605063.52,17434,  ,18248,19750.4,10262438.14,  ,13303,N ,N ,N ,N 
DENTA 5000 PLUS ,SODIUM FLUORIDE ,16395,50675,54702.9,422018.79,25129,  ,38706,42314,320455.09,  ,20108,N ,N ,N ,N 
DENTAGEL ,SODIUM FLUORIDE ,4586,12055,13439.6,98831.76,6014,  ,9146,10411,73459.26,  ,4762,N ,N ,N ,N 
DEPACON ,VALPROIC ACID (AS SODIUM SALT) ,,24,28.4,61113.90,,* ,,,,* ,,N ,N ,N ,N 
DEPAKENE ,VALPROIC ACID ,121,715,875.7,544162.05,95,  ,197,250.9,121809.04,  ,28,N ,N ,N ,N 
DEPAKENE ,VALPROIC ACID (AS SODIUM SALT) ,293,1878,2108.9,1434698.65,247,  ,62,62.6,39266.42,  ,33,N ,N ,N ,N 
DEPAKOTE ,DIVALPROEX SODIUM ,5771,41040,50103.4,18568381.63,5592,  ,9595,13222.5,3637232.50,  ,1714,N ,N ,N ,N 
DEPAKOTE ER ,DIVALPROEX SODIUM ,6834,56781,67090.2,21811781.12,7262,  ,10869,14380.7,3539619.03,  ,1676,N ,N ,N ,N 
DEPAKOTE SPRINKLE ,DIVALPROEX SODIUM ,1259,8811,9482.3,3271352.01,1191,  ,1653,1808.2,281207.74,  ,396,N ,N ,N ,N 
DEPEN ,PENICILLAMINE ,146,672,1010.3,1702161.26,147,  ,522,839.3,1394652.35,  ,116,N ,N ,N ,N 
DEPO-ESTRADIOL ,ESTRADIOL CYPIONATE ,3492,8740,18061.9,500009.65,4014,  ,5397,11129.6,307400.49,  ,2636,N ,N ,N ,N 
DEPO-MEDROL ,METHYLPREDNISOLONE ACETATE ,2544,7718,7894.2,150654.51,6009,  ,6487,6630.8,125584.28,  ,4981,N ,N ,N ,N 
DEPO-PROVERA ,MEDROXYPROGESTERONE ACETATE ,585,1490,2348.3,373379.30,586,  ,302,342.5,91939.89,  ,104,N ,N ,N ,N 
DEPO-SUBQ PROVERA 104 ,MEDROXYPROGESTERONE ACETATE ,100,224,551.8,28196.93,97,* ,,,,* ,,N ,N ,N ,N 
DEPO-TESTOSTERONE ,TESTOSTERONE CYPIONATE ,15871,50045,70486,2988465.63,20356,  ,26092,38929.5,1546763.11,  ,11361,N ,N ,N ,N 
DEPOCYT ,CYTARABINE LIPOSOME/PF ,,11,11,55166.72,,* ,,,,* ,,N ,N ,N ,N 
DERMA-SMOOTHE-FS ,FLUOCINOLONE ACETONIDE ,39,58,66,3577.58,42,  ,40,48,2319.54,# ,,N ,N ,N ,N 
DERMA-SMOOTHE-FS ,FLUOCINOLONE/SHOWER CAP ,148,173,176.4,6937.88,147,  ,144,147.4,5942.13,  ,129,N ,N ,N ,N 
DERMASORB HC ,HYDROCORTISONE/SKIN CLNSR #35 ,,20,21,7262.56,14,# ,,,,# ,,N ,N ,N ,N 
DERMASORB TA ,TRIAMCINOLONE/EMOLLIENT CMB#86 ,71,123,129,45360.56,104,  ,101,107,37748.79,  ,85,N ,N ,N ,N 
DERMATOP ,PREDNICARBATE ,40,78,78,8994.56,41,# ,,,,# ,,N ,N ,N ,N 
DERMOTIC ,FLUOCINOLONE ACETONIDE OIL ,92,107,110.1,3623.76,92,  ,75,78.1,2454.95,  ,65,N ,N ,N ,N 
DESFERAL ,DEFEROXAMINE MESYLATE ,,11,12.8,8849.87,,* ,,,,* ,,N ,N ,N ,N 
DESFERAL MESYLATE ,DEFEROXAMINE MESYLATE ,,12,12,7382.64,,  ,12,12,7382.64,* ,,N ,N ,N ,N 
DESIPRAMINE HCL ,DESIPRAMINE HCL ,17134,97248,135521.7,11164561.22,20551,  ,63586,95748.8,7529294.41,  ,14386,N ,N ,N ,N 
DESLORATADINE ,DESLORATADINE ,31093,149282,240476.4,12352226.73,45398,  ,115168,197338.5,10106450.10,  ,36164,N ,N ,N ,N 
DESMOPRESSIN ACETATE ,DESMOPRESSIN (NONREFRIGERATED) ,2067,6212,7743,1677383.07,1973,  ,2570,3461.7,673392.19,  ,937,N ,N ,N ,N 
DESMOPRESSIN ACETATE ,DESMOPRESSIN ACETATE ,24682,185709,233723.4,21883346.68,30240,  ,75453,107588.4,8842886.46,  ,16413,N ,N ,N ,N 
DESOGEN ,DESOGESTREL-ETHINYL ESTRADIOL ,19,54,76.4,3840.62,18,* ,,,,* ,,N ,N ,N ,N 
DESOGESTR-ETH ESTRAD ETH ESTRA ,DESOG-E.ESTRADIOL/E.ESTRADIOL ,18,28,34.5,1276.31,17,  ,0,0,0.00,  ,0,N ,N ,N ,N 
DESOGESTREL-ETHINYL ESTRADIOL ,DESOGESTREL-ETHINYL ESTRADIOL ,399,1247,1603.2,28199.25,364,  ,14,14,198.74,* ,,N ,N ,N ,N 
DESONATE ,DESONIDE ,1338,2152,2259.5,933934.85,1631,  ,1835,1934.5,792671.14,  ,1425,N ,N ,N ,N 
DESONIDE ,DESONIDE ,70719,465555,481720,87197389.77,291408,  ,381899,396231,70617240.64,  ,249206,N ,N ,N ,N 
DESOWEN ,DESONIDE ,29,51,51,20077.59,29,# ,,,,# ,,N ,N ,N ,N 
DESOXIMETASONE ,DESOXIMETASONE ,46552,226115,234961,30575292.61,127474,  ,189855,197834.9,25068916.95,  ,110725,N ,N ,N ,N 
DESOXYN ,METHAMPHETAMINE HCL ,113,528,559.9,499263.07,89,  ,233,252.1,189664.96,  ,39,N ,N ,N ,N 
DESVENLAFAXINE ER ,DESVENLAFAXINE ,2033,7868,8926.5,1343307.98,2164,  ,4410,5137.3,723488.47,  ,1143,N ,N ,N ,N 
DESVENLAFAXINE FUMARATE ER ,DESVENLAFAXINE FUMARATE ,11,17,33.3,6683.31,11,* ,,,,* ,,N ,N ,N ,N 
DETROL ,TOLTERODINE TARTRATE ,830,2145,2697.2,590085.17,810,  ,1767,2274.2,482145.99,  ,670,N ,N ,N ,N 
DETROL LA ,TOLTERODINE TARTRATE ,49230,165377,210301.8,45299777.22,66734,  ,137805,178118.7,38059195.88,  ,55485,N ,N ,N ,N 
DEXAMETHASONE ,DEXAMETHASONE ,105200,686068,734173,8593621.04,347225,  ,563866,605326.8,7116257.33,  ,281828,N ,N ,N ,N 
DEXAMETHASONE INTENSOL ,DEXAMETHASONE ,720,1286,1329.6,108687.84,737,  ,981,1014.6,76666.87,  ,566,N ,N ,N ,N 
DEXAMETHASONE SODIUM PHOSPHATE ,DEXAMETHASONE SOD PHOSPHATE ,14277,70958,74019.1,982659.56,41198,  ,57737,60379.6,808817.88,  ,33376,N ,N ,N ,N 
DIAZEPAM ,DIAZEPAM ,337381,4250461,4575806.2,29928311.82,1077677,  ,2180495,2429566.1,11499384.79,  ,681394,N ,N ,N ,N 
